"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"1","18/08/17","Bayern Munich","Leverkusen",3,1,"H"
"2","19/08/17","Hamburg","Augsburg",1,0,"H"
"3","19/08/17","Hertha","Stuttgart",2,0,"H"
"4","19/08/17","Hoffenheim","Werder Bremen",1,0,"H"
"5","19/08/17","Mainz","Hannover",0,1,"A"
"6","19/08/17","Schalke 04","RB Leipzig",2,0,"H"
"7","19/08/17","Wolfsburg","Dortmund",0,3,"A"
"8","20/08/17","Freiburg","Ein Frankfurt",0,0,"D"
"9","20/08/17","M'gladbach","FC Koln",1,0,"H"
"10","25/08/17","FC Koln","Hamburg",1,3,"A"
"11","26/08/17","Augsburg","M'gladbach",2,2,"D"
"12","26/08/17","Dortmund","Hertha",2,0,"H"
"13","26/08/17","Ein Frankfurt","Wolfsburg",0,1,"A"
"14","26/08/17","Leverkusen","Hoffenheim",2,2,"D"
"15","26/08/17","Stuttgart","Mainz",1,0,"H"
"16","26/08/17","Werder Bremen","Bayern Munich",0,2,"A"
"17","27/08/17","Hannover","Schalke 04",1,0,"H"
"18","27/08/17","RB Leipzig","Freiburg",4,1,"H"
"19","08/09/17","Hamburg","RB Leipzig",0,2,"A"
"20","09/09/17","Augsburg","FC Koln",3,0,"H"
"21","09/09/17","Freiburg","Dortmund",0,0,"D"
"22","09/09/17","Hoffenheim","Bayern Munich",2,0,"H"
"23","09/09/17","Mainz","Leverkusen",3,1,"H"
"24","09/09/17","M'gladbach","Ein Frankfurt",0,1,"A"
"25","09/09/17","Wolfsburg","Hannover",1,1,"D"
"26","10/09/17","Hertha","Werder Bremen",1,1,"D"
"27","10/09/17","Schalke 04","Stuttgart",3,1,"H"
"28","15/09/17","Hannover","Hamburg",2,0,"H"
"29","16/09/17","Bayern Munich","Mainz",4,0,"H"
"30","16/09/17","Ein Frankfurt","Augsburg",1,2,"A"
"31","16/09/17","RB Leipzig","M'gladbach",2,2,"D"
"32","16/09/17","Stuttgart","Wolfsburg",1,0,"H"
"33","16/09/17","Werder Bremen","Schalke 04",1,2,"A"
"34","17/09/17","Dortmund","FC Koln",5,0,"H"
"35","17/09/17","Hoffenheim","Hertha",1,1,"D"
"36","17/09/17","Leverkusen","Freiburg",4,0,"H"
"37","19/09/17","Augsburg","RB Leipzig",1,0,"H"
"38","19/09/17","M'gladbach","Stuttgart",2,0,"H"
"39","19/09/17","Schalke 04","Bayern Munich",0,3,"A"
"40","19/09/17","Wolfsburg","Werder Bremen",1,1,"D"
"41","20/09/17","FC Koln","Ein Frankfurt",0,1,"A"
"42","20/09/17","Freiburg","Hannover",1,1,"D"
"43","20/09/17","Hamburg","Dortmund",0,3,"A"
"44","20/09/17","Hertha","Leverkusen",2,1,"H"
"45","20/09/17","Mainz","Hoffenheim",2,3,"A"
"46","22/09/17","Bayern Munich","Wolfsburg",2,2,"D"
"47","23/09/17","Dortmund","M'gladbach",6,1,"H"
"48","23/09/17","Hoffenheim","Schalke 04",2,0,"H"
"49","23/09/17","Mainz","Hertha",1,0,"H"
"50","23/09/17","RB Leipzig","Ein Frankfurt",2,1,"H"
"51","23/09/17","Stuttgart","Augsburg",0,0,"D"
"52","23/09/17","Werder Bremen","Freiburg",0,0,"D"
"53","24/09/17","Hannover","FC Koln",0,0,"D"
"54","24/09/17","Leverkusen","Hamburg",3,0,"H"
"55","29/09/17","Schalke 04","Leverkusen",1,1,"D"
"56","30/09/17","Augsburg","Dortmund",1,2,"A"
"57","30/09/17","Ein Frankfurt","Stuttgart",2,1,"H"
"58","30/09/17","Hamburg","Werder Bremen",0,0,"D"
"59","30/09/17","M'gladbach","Hannover",2,1,"H"
"60","30/09/17","Wolfsburg","Mainz",1,1,"D"
"61","01/10/17","FC Koln","RB Leipzig",1,2,"A"
"62","01/10/17","Freiburg","Hoffenheim",3,2,"H"
"63","01/10/17","Hertha","Bayern Munich",2,2,"D"
"64","13/10/17","Stuttgart","FC Koln",2,1,"H"
"65","14/10/17","Bayern Munich","Freiburg",5,0,"H"
"66","14/10/17","Dortmund","RB Leipzig",2,3,"A"
"67","14/10/17","Hannover","Ein Frankfurt",1,2,"A"
"68","14/10/17","Hertha","Schalke 04",0,2,"A"
"69","14/10/17","Hoffenheim","Augsburg",2,2,"D"
"70","14/10/17","Mainz","Hamburg",3,2,"H"
"71","15/10/17","Leverkusen","Wolfsburg",2,2,"D"
"72","15/10/17","Werder Bremen","M'gladbach",0,2,"A"
"73","20/10/17","Schalke 04","Mainz",2,0,"H"
"74","21/10/17","Augsburg","Hannover",1,2,"A"
"75","21/10/17","Ein Frankfurt","Dortmund",2,2,"D"
"76","21/10/17","Hamburg","Bayern Munich",0,1,"A"
"77","21/10/17","M'gladbach","Leverkusen",1,5,"A"
"78","21/10/17","RB Leipzig","Stuttgart",1,0,"H"
"79","22/10/17","FC Koln","Werder Bremen",0,0,"D"
"80","22/10/17","Freiburg","Hertha",1,1,"D"
"81","22/10/17","Wolfsburg","Hoffenheim",1,1,"D"
"82","27/10/17","Mainz","Ein Frankfurt",1,1,"D"
"83","28/10/17","Bayern Munich","RB Leipzig",2,0,"H"
"84","28/10/17","Hannover","Dortmund",4,2,"H"
"85","28/10/17","Hertha","Hamburg",2,1,"H"
"86","28/10/17","Hoffenheim","M'gladbach",1,3,"A"
"87","28/10/17","Leverkusen","FC Koln",2,1,"H"
"88","28/10/17","Schalke 04","Wolfsburg",1,1,"D"
"89","29/10/17","Stuttgart","Freiburg",3,0,"H"
"90","29/10/17","Werder Bremen","Augsburg",0,3,"A"
"91","03/11/17","Ein Frankfurt","Werder Bremen",2,1,"H"
"92","04/11/17","Augsburg","Leverkusen",1,1,"D"
"93","04/11/17","Dortmund","Bayern Munich",1,3,"A"
"94","04/11/17","Freiburg","Schalke 04",0,1,"A"
"95","04/11/17","Hamburg","Stuttgart",3,1,"H"
"96","04/11/17","M'gladbach","Mainz",1,1,"D"
"97","04/11/17","RB Leipzig","Hannover",2,1,"H"
"98","05/11/17","FC Koln","Hoffenheim",0,3,"A"
"99","05/11/17","Wolfsburg","Hertha",3,3,"D"
"100","17/11/17","Stuttgart","Dortmund",2,1,"H"
"101","18/11/17","Bayern Munich","Augsburg",3,0,"H"
"102","18/11/17","Hertha","M'gladbach",2,4,"A"
"103","18/11/17","Hoffenheim","Ein Frankfurt",1,1,"D"
"104","18/11/17","Leverkusen","RB Leipzig",2,2,"D"
"105","18/11/17","Mainz","FC Koln",1,0,"H"
"106","18/11/17","Wolfsburg","Freiburg",3,1,"H"
"107","19/11/17","Schalke 04","Hamburg",2,0,"H"
"108","19/11/17","Werder Bremen","Hannover",4,0,"H"
"109","24/11/17","Hannover","Stuttgart",1,1,"D"
"110","25/11/17","Augsburg","Wolfsburg",2,1,"H"
"111","25/11/17","Dortmund","Schalke 04",4,4,"D"
"112","25/11/17","Ein Frankfurt","Leverkusen",0,1,"A"
"113","25/11/17","Freiburg","Mainz",2,1,"H"
"114","25/11/17","M'gladbach","Bayern Munich",2,1,"H"
"115","25/11/17","RB Leipzig","Werder Bremen",2,0,"H"
"116","26/11/17","FC Koln","Hertha",0,2,"A"
"117","26/11/17","Hamburg","Hoffenheim",3,0,"H"
"118","01/12/17","Freiburg","Hamburg",0,0,"D"
"119","02/12/17","Bayern Munich","Hannover",3,1,"H"
"120","02/12/17","Hoffenheim","RB Leipzig",4,0,"H"
"121","02/12/17","Leverkusen","Dortmund",1,1,"D"
"122","02/12/17","Mainz","Augsburg",1,3,"A"
"123","02/12/17","Schalke 04","FC Koln",2,2,"D"
"124","02/12/17","Werder Bremen","Stuttgart",1,0,"H"
"125","03/12/17","Hertha","Ein Frankfurt",1,2,"A"
"126","03/12/17","Wolfsburg","M'gladbach",3,0,"H"
"127","08/12/17","Stuttgart","Leverkusen",0,2,"A"
"128","09/12/17","Dortmund","Werder Bremen",1,2,"A"
"129","09/12/17","Ein Frankfurt","Bayern Munich",0,1,"A"
"130","09/12/17","Hamburg","Wolfsburg",0,0,"D"
"131","09/12/17","M'gladbach","Schalke 04",1,1,"D"
"132","09/12/17","RB Leipzig","Mainz",2,2,"D"
"133","10/12/17","Augsburg","Hertha",1,1,"D"
"134","10/12/17","FC Koln","Freiburg",3,4,"A"
"135","10/12/17","Hannover","Hoffenheim",2,0,"H"
"136","12/12/17","Freiburg","M'gladbach",1,0,"H"
"137","12/12/17","Hamburg","Ein Frankfurt",1,2,"A"
"138","12/12/17","Mainz","Dortmund",0,2,"A"
"139","12/12/17","Wolfsburg","RB Leipzig",1,1,"D"
"140","13/12/17","Bayern Munich","FC Koln",1,0,"H"
"141","13/12/17","Hertha","Hannover",3,1,"H"
"142","13/12/17","Hoffenheim","Stuttgart",1,0,"H"
"143","13/12/17","Leverkusen","Werder Bremen",1,0,"H"
"144","13/12/17","Schalke 04","Augsburg",3,2,"H"
"145","15/12/17","M'gladbach","Hamburg",3,1,"H"
"146","16/12/17","Augsburg","Freiburg",3,3,"D"
"147","16/12/17","Dortmund","Hoffenheim",2,1,"H"
"148","16/12/17","Ein Frankfurt","Schalke 04",2,2,"D"
"149","16/12/17","FC Koln","Wolfsburg",1,0,"H"
"150","16/12/17","Stuttgart","Bayern Munich",0,1,"A"
"151","16/12/17","Werder Bremen","Mainz",2,2,"D"
"152","17/12/17","Hannover","Leverkusen",4,4,"D"
"153","17/12/17","RB Leipzig","Hertha",2,3,"A"
"154","12/01/18","Leverkusen","Bayern Munich",1,3,"A"
"155","13/01/18","Augsburg","Hamburg",1,0,"H"
"156","13/01/18","Ein Frankfurt","Freiburg",1,1,"D"
"157","13/01/18","Hannover","Mainz",3,2,"H"
"158","13/01/18","RB Leipzig","Schalke 04",3,1,"H"
"159","13/01/18","Stuttgart","Hertha",1,0,"H"
"160","13/01/18","Werder Bremen","Hoffenheim",1,1,"D"
"161","14/01/18","Dortmund","Wolfsburg",0,0,"D"
"162","14/01/18","FC Koln","M'gladbach",2,1,"H"
"163","19/01/18","Hertha","Dortmund",1,1,"D"
"164","20/01/18","Freiburg","RB Leipzig",2,1,"H"
"165","20/01/18","Hamburg","FC Koln",0,2,"A"
"166","20/01/18","Hoffenheim","Leverkusen",1,4,"A"
"167","20/01/18","Mainz","Stuttgart",3,2,"H"
"168","20/01/18","M'gladbach","Augsburg",2,0,"H"
"169","20/01/18","Wolfsburg","Ein Frankfurt",1,3,"A"
"170","21/01/18","Bayern Munich","Werder Bremen",4,2,"H"
"171","21/01/18","Schalke 04","Hannover",1,1,"D"
"172","26/01/18","Ein Frankfurt","M'gladbach",2,0,"H"
"173","27/01/18","Bayern Munich","Hoffenheim",5,2,"H"
"174","27/01/18","Dortmund","Freiburg",2,2,"D"
"175","27/01/18","FC Koln","Augsburg",1,1,"D"
"176","27/01/18","RB Leipzig","Hamburg",1,1,"D"
"177","27/01/18","Stuttgart","Schalke 04",0,2,"A"
"178","27/01/18","Werder Bremen","Hertha",0,0,"D"
"179","28/01/18","Hannover","Wolfsburg",0,1,"A"
"180","28/01/18","Leverkusen","Mainz",2,0,"H"
"181","02/02/18","FC Koln","Dortmund",2,3,"A"
"182","03/02/18","Freiburg","Leverkusen",0,0,"D"
"183","03/02/18","Hertha","Hoffenheim",1,1,"D"
"184","03/02/18","Mainz","Bayern Munich",0,2,"A"
"185","03/02/18","M'gladbach","RB Leipzig",0,1,"A"
"186","03/02/18","Schalke 04","Werder Bremen",1,2,"A"
"187","03/02/18","Wolfsburg","Stuttgart",1,1,"D"
"188","04/02/18","Augsburg","Ein Frankfurt",3,0,"H"
"189","04/02/18","Hamburg","Hannover",1,1,"D"
"190","09/02/18","RB Leipzig","Augsburg",2,0,"H"
"191","10/02/18","Bayern Munich","Schalke 04",2,1,"H"
"192","10/02/18","Dortmund","Hamburg",2,0,"H"
"193","10/02/18","Ein Frankfurt","FC Koln",4,2,"H"
"194","10/02/18","Hannover","Freiburg",2,1,"H"
"195","10/02/18","Hoffenheim","Mainz",4,2,"H"
"196","10/02/18","Leverkusen","Hertha",0,2,"A"
"197","11/02/18","Stuttgart","M'gladbach",1,0,"H"
"198","11/02/18","Werder Bremen","Wolfsburg",3,1,"H"
"199","16/02/18","Hertha","Mainz",0,2,"A"
"200","17/02/18","FC Koln","Hannover",1,1,"D"
"201","17/02/18","Freiburg","Werder Bremen",1,0,"H"
"202","17/02/18","Hamburg","Leverkusen",1,2,"A"
"203","17/02/18","Schalke 04","Hoffenheim",2,1,"H"
"204","17/02/18","Wolfsburg","Bayern Munich",1,2,"A"
"205","18/02/18","Augsburg","Stuttgart",0,1,"A"
"206","18/02/18","M'gladbach","Dortmund",0,1,"A"
"207","19/02/18","Ein Frankfurt","RB Leipzig",2,1,"H"
"208","23/02/18","Mainz","Wolfsburg",1,1,"D"
"209","24/02/18","Bayern Munich","Hertha",0,0,"D"
"210","24/02/18","Hannover","M'gladbach",0,1,"A"
"211","24/02/18","Hoffenheim","Freiburg",1,1,"D"
"212","24/02/18","Stuttgart","Ein Frankfurt",1,0,"H"
"213","24/02/18","Werder Bremen","Hamburg",1,0,"H"
"214","25/02/18","Leverkusen","Schalke 04",0,2,"A"
"215","25/02/18","RB Leipzig","FC Koln",1,2,"A"
"216","26/02/18","Dortmund","Augsburg",1,1,"D"
"217","02/03/18","M'gladbach","Werder Bremen",2,2,"D"
"218","03/03/18","Augsburg","Hoffenheim",0,2,"A"
"219","03/03/18","Ein Frankfurt","Hannover",1,0,"H"
"220","03/03/18","Hamburg","Mainz",0,0,"D"
"221","03/03/18","RB Leipzig","Dortmund",1,1,"D"
"222","03/03/18","Schalke 04","Hertha",1,0,"H"
"223","03/03/18","Wolfsburg","Leverkusen",1,2,"A"
"224","04/03/18","FC Koln","Stuttgart",2,3,"A"
"225","04/03/18","Freiburg","Bayern Munich",0,4,"A"
"226","09/03/18","Mainz","Schalke 04",0,1,"A"
"227","10/03/18","Bayern Munich","Hamburg",6,0,"H"
"228","10/03/18","Hannover","Augsburg",1,3,"A"
"229","10/03/18","Hertha","Freiburg",0,0,"D"
"230","10/03/18","Hoffenheim","Wolfsburg",3,0,"H"
"231","10/03/18","Leverkusen","M'gladbach",2,0,"H"
"232","11/03/18","Dortmund","Ein Frankfurt",3,2,"H"
"233","11/03/18","Stuttgart","RB Leipzig",0,0,"D"
"234","12/03/18","Werder Bremen","FC Koln",3,1,"H"
"235","16/03/18","Freiburg","Stuttgart",1,2,"A"
"236","17/03/18","Augsburg","Werder Bremen",1,3,"A"
"237","17/03/18","Ein Frankfurt","Mainz",3,0,"H"
"238","17/03/18","Hamburg","Hertha",1,2,"A"
"239","17/03/18","M'gladbach","Hoffenheim",3,3,"D"
"240","17/03/18","Wolfsburg","Schalke 04",0,1,"A"
"241","18/03/18","Dortmund","Hannover",1,0,"H"
"242","18/03/18","FC Koln","Leverkusen",2,0,"H"
"243","18/03/18","RB Leipzig","Bayern Munich",2,1,"H"
"244","31/03/18","Bayern Munich","Dortmund",6,0,"H"
"245","31/03/18","Hannover","RB Leipzig",2,3,"A"
"246","31/03/18","Hertha","Wolfsburg",0,0,"D"
"247","31/03/18","Hoffenheim","FC Koln",6,0,"H"
"248","31/03/18","Leverkusen","Augsburg",0,0,"D"
"249","31/03/18","Schalke 04","Freiburg",2,0,"H"
"250","31/03/18","Stuttgart","Hamburg",1,1,"D"
"251","01/04/18","Mainz","M'gladbach",0,0,"D"
"252","01/04/18","Werder Bremen","Ein Frankfurt",2,1,"H"
"253","06/04/18","Hannover","Werder Bremen",2,1,"H"
"254","07/04/18","Augsburg","Bayern Munich",1,4,"A"
"255","07/04/18","FC Koln","Mainz",1,1,"D"
"256","07/04/18","Freiburg","Wolfsburg",0,2,"A"
"257","07/04/18","Hamburg","Schalke 04",3,2,"H"
"258","07/04/18","M'gladbach","Hertha",2,1,"H"
"259","08/04/18","Dortmund","Stuttgart",3,0,"H"
"260","08/04/18","Ein Frankfurt","Hoffenheim",1,1,"D"
"261","09/04/18","RB Leipzig","Leverkusen",1,4,"A"
"262","13/04/18","Wolfsburg","Augsburg",0,0,"D"
"263","14/04/18","Bayern Munich","M'gladbach",5,1,"H"
"264","14/04/18","Hertha","FC Koln",2,1,"H"
"265","14/04/18","Hoffenheim","Hamburg",2,0,"H"
"266","14/04/18","Leverkusen","Ein Frankfurt",4,1,"H"
"267","14/04/18","Stuttgart","Hannover",1,1,"D"
"268","15/04/18","Schalke 04","Dortmund",2,0,"H"
"269","15/04/18","Werder Bremen","RB Leipzig",1,1,"D"
"270","16/04/18","Mainz","Freiburg",2,0,"H"
"271","20/04/18","M'gladbach","Wolfsburg",3,0,"H"
"272","21/04/18","Dortmund","Leverkusen",4,0,"H"
"273","21/04/18","Ein Frankfurt","Hertha",0,3,"A"
"274","21/04/18","Hamburg","Freiburg",1,0,"H"
"275","21/04/18","Hannover","Bayern Munich",0,3,"A"
"276","21/04/18","RB Leipzig","Hoffenheim",2,5,"A"
"277","21/04/18","Stuttgart","Werder Bremen",2,0,"H"
"278","22/04/18","Augsburg","Mainz",2,0,"H"
"279","22/04/18","FC Koln","Schalke 04",2,2,"D"
"280","27/04/18","Hoffenheim","Hannover",3,1,"H"
"281","28/04/18","Bayern Munich","Ein Frankfurt",4,1,"H"
"282","28/04/18","Freiburg","FC Koln",3,2,"H"
"283","28/04/18","Hertha","Augsburg",2,2,"D"
"284","28/04/18","Leverkusen","Stuttgart",0,1,"A"
"285","28/04/18","Schalke 04","M'gladbach",1,1,"D"
"286","28/04/18","Wolfsburg","Hamburg",1,3,"A"
"287","29/04/18","Mainz","RB Leipzig",3,0,"H"
"288","29/04/18","Werder Bremen","Dortmund",1,1,"D"
"289","05/05/18","Augsburg","Schalke 04",1,2,"A"
"290","05/05/18","Dortmund","Mainz",1,2,"A"
"291","05/05/18","Ein Frankfurt","Hamburg",3,0,"H"
"292","05/05/18","FC Koln","Bayern Munich",1,3,"A"
"293","05/05/18","Hannover","Hertha",3,1,"H"
"294","05/05/18","M'gladbach","Freiburg",3,1,"H"
"295","05/05/18","RB Leipzig","Wolfsburg",4,1,"H"
"296","05/05/18","Stuttgart","Hoffenheim",2,0,"H"
"297","05/05/18","Werder Bremen","Leverkusen",0,0,"D"
"298","12/05/18","Bayern Munich","Stuttgart",1,4,"A"
"299","12/05/18","Freiburg","Augsburg",2,0,"H"
"300","12/05/18","Hamburg","M'gladbach",2,1,"H"
"301","12/05/18","Hertha","RB Leipzig",2,6,"A"
"302","12/05/18","Hoffenheim","Dortmund",3,1,"H"
"303","12/05/18","Leverkusen","Hannover",3,2,"H"
"304","12/05/18","Mainz","Werder Bremen",1,2,"A"
"305","12/05/18","Schalke 04","Ein Frankfurt",1,0,"H"
"306","12/05/18","Wolfsburg","FC Koln",4,1,"H"
"307","24/08/2018","Bayern Munich","Hoffenheim",3,1,"H"
"308","25/08/2018","Fortuna Dusseldorf","Augsburg",1,2,"A"
"309","25/08/2018","Freiburg","Ein Frankfurt",0,2,"A"
"310","25/08/2018","Hertha","Nurnberg",1,0,"H"
"311","25/08/2018","M'gladbach","Leverkusen",2,0,"H"
"312","25/08/2018","Werder Bremen","Hannover",1,1,"D"
"313","25/08/2018","Wolfsburg","Schalke 04",2,1,"H"
"314","26/08/2018","Dortmund","RB Leipzig",4,1,"H"
"315","26/08/2018","Mainz","Stuttgart",1,0,"H"
"316","31/08/2018","Hannover","Dortmund",0,0,"D"
"317","01/09/2018","Augsburg","M'gladbach",1,1,"D"
"318","01/09/2018","Ein Frankfurt","Werder Bremen",1,2,"A"
"319","01/09/2018","Hoffenheim","Freiburg",3,1,"H"
"320","01/09/2018","Leverkusen","Wolfsburg",1,3,"A"
"321","01/09/2018","Nurnberg","Mainz",1,1,"D"
"322","01/09/2018","Stuttgart","Bayern Munich",0,3,"A"
"323","02/09/2018","RB Leipzig","Fortuna Dusseldorf",1,1,"D"
"324","02/09/2018","Schalke 04","Hertha",0,2,"A"
"325","14/09/2018","Dortmund","Ein Frankfurt",3,1,"H"
"326","15/09/2018","Bayern Munich","Leverkusen",3,1,"H"
"327","15/09/2018","Fortuna Dusseldorf","Hoffenheim",2,1,"H"
"328","15/09/2018","Mainz","Augsburg",2,1,"H"
"329","15/09/2018","M'gladbach","Schalke 04",2,1,"H"
"330","15/09/2018","RB Leipzig","Hannover",3,2,"H"
"331","15/09/2018","Wolfsburg","Hertha",2,2,"D"
"332","16/09/2018","Freiburg","Stuttgart",3,3,"D"
"333","16/09/2018","Werder Bremen","Nurnberg",1,1,"D"
"334","21/09/2018","Stuttgart","Fortuna Dusseldorf",0,0,"D"
"335","22/09/2018","Augsburg","Werder Bremen",2,3,"A"
"336","22/09/2018","Hertha","M'gladbach",4,2,"H"
"337","22/09/2018","Hoffenheim","Dortmund",1,1,"D"
"338","22/09/2018","Nurnberg","Hannover",2,0,"H"
"339","22/09/2018","Schalke 04","Bayern Munich",0,2,"A"
"340","22/09/2018","Wolfsburg","Freiburg",1,3,"A"
"341","23/09/2018","Ein Frankfurt","RB Leipzig",1,1,"D"
"342","23/09/2018","Leverkusen","Mainz",1,0,"H"
"343","25/09/2018","Bayern Munich","Augsburg",1,1,"D"
"344","25/09/2018","Freiburg","Schalke 04",1,0,"H"
"345","25/09/2018","Hannover","Hoffenheim",1,3,"A"
"346","25/09/2018","Werder Bremen","Hertha",3,1,"H"
"347","26/09/2018","Dortmund","Nurnberg",7,0,"H"
"348","26/09/2018","Fortuna Dusseldorf","Leverkusen",1,2,"A"
"349","26/09/2018","Mainz","Wolfsburg",0,0,"D"
"350","26/09/2018","M'gladbach","Ein Frankfurt",3,1,"H"
"351","26/09/2018","RB Leipzig","Stuttgart",2,0,"H"
"352","28/09/2018","Hertha","Bayern Munich",2,0,"H"
"353","29/09/2018","Hoffenheim","RB Leipzig",1,2,"A"
"354","29/09/2018","Leverkusen","Dortmund",2,4,"A"
"355","29/09/2018","Nurnberg","Fortuna Dusseldorf",3,0,"H"
"356","29/09/2018","Schalke 04","Mainz",1,0,"H"
"357","29/09/2018","Stuttgart","Werder Bremen",2,1,"H"
"358","29/09/2018","Wolfsburg","M'gladbach",2,2,"D"
"359","30/09/2018","Augsburg","Freiburg",4,1,"H"
"360","30/09/2018","Ein Frankfurt","Hannover",4,1,"H"
"361","05/10/2018","Werder Bremen","Wolfsburg",2,0,"H"
"362","06/10/2018","Bayern Munich","M'gladbach",0,3,"A"
"363","06/10/2018","Dortmund","Augsburg",4,3,"H"
"364","06/10/2018","Fortuna Dusseldorf","Schalke 04",0,2,"A"
"365","06/10/2018","Hannover","Stuttgart",3,1,"H"
"366","06/10/2018","Mainz","Hertha",0,0,"D"
"367","07/10/2018","Freiburg","Leverkusen",0,0,"D"
"368","07/10/2018","Hoffenheim","Ein Frankfurt",1,2,"A"
"369","07/10/2018","RB Leipzig","Nurnberg",6,0,"H"
"370","19/10/2018","Ein Frankfurt","Fortuna Dusseldorf",7,1,"H"
"371","20/10/2018","Augsburg","RB Leipzig",0,0,"D"
"372","20/10/2018","Leverkusen","Hannover",2,2,"D"
"373","20/10/2018","Nurnberg","Hoffenheim",1,3,"A"
"374","20/10/2018","Schalke 04","Werder Bremen",0,2,"A"
"375","20/10/2018","Stuttgart","Dortmund",0,4,"A"
"376","20/10/2018","Wolfsburg","Bayern Munich",1,3,"A"
"377","21/10/2018","Hertha","Freiburg",1,1,"D"
"378","21/10/2018","M'gladbach","Mainz",4,0,"H"
"379","26/10/2018","Freiburg","M'gladbach",3,1,"H"
"380","27/10/2018","Dortmund","Hertha",2,2,"D"
"381","27/10/2018","Fortuna Dusseldorf","Wolfsburg",0,3,"A"
"382","27/10/2018","Hannover","Augsburg",1,2,"A"
"383","27/10/2018","Hoffenheim","Stuttgart",4,0,"H"
"384","27/10/2018","Mainz","Bayern Munich",1,2,"A"
"385","28/10/2018","Nurnberg","Ein Frankfurt",1,1,"D"
"386","28/10/2018","RB Leipzig","Schalke 04",0,0,"D"
"387","28/10/2018","Werder Bremen","Leverkusen",2,6,"A"
"388","02/11/2018","Stuttgart","Ein Frankfurt",0,3,"A"
"389","03/11/2018","Augsburg","Nurnberg",2,2,"D"
"390","03/11/2018","Bayern Munich","Freiburg",1,1,"D"
"391","03/11/2018","Hertha","RB Leipzig",0,3,"A"
"392","03/11/2018","Leverkusen","Hoffenheim",1,4,"A"
"393","03/11/2018","Schalke 04","Hannover",3,1,"H"
"394","03/11/2018","Wolfsburg","Dortmund",0,1,"A"
"395","04/11/2018","Mainz","Werder Bremen",2,1,"H"
"396","04/11/2018","M'gladbach","Fortuna Dusseldorf",3,0,"H"
"397","09/11/2018","Hannover","Wolfsburg",2,1,"H"
"398","10/11/2018","Dortmund","Bayern Munich",3,2,"H"
"399","10/11/2018","Fortuna Dusseldorf","Hertha",4,1,"H"
